cropFileName,cropPath,subset,className,sourceImageFileName,sourceImageStem,xmlFileName,xmlStem,xmlFilenameField,xmlFilenameFieldStem,objectIndexInSourceImage,sourceImageObjectCount,sourceImageDistinctClassCount,hasXmlFilenameMismatch,duplicateGroupSize,isExactDuplicateImage,isCrossSplitDuplicateImage,originalXmin,originalYmin,originalXmax,originalYmax,cropXmin,cropYmin,cropXmax,cropYmax,cropWidth,cropHeight,cropArea,bboxWidth,bboxHeight,bboxArea
train__490__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__490__obj001__surface_injure.png,train,surface_injure,490.jpg,490,490.xml,490,490.jpg,490,1,1,1,0,1,0,0,281,508,505,839,281,508,505,839,224,331,74144,224,331,74144
train__492__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__492__obj001__surface_injure.png,train,surface_injure,492.jpg,492,492.xml,492,492.jpg,492,1,1,1,0,1,0,0,411,181,552,338,411,181,552,338,141,157,22137,141,157,22137
train__493__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__493__obj001__surface_injure.png,train,surface_injure,493.jpg,493,493.xml,493,493.jpg,493,1,3,1,0,1,0,0,103,1,252,138,103,1,252,138,149,137,20413,149,137,20413
train__493__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__493__obj002__surface_injure.png,train,surface_injure,493.jpg,493,493.xml,493,493.jpg,493,2,3,1,0,1,0,0,405,1,552,113,405,1,552,113,147,112,16464,147,112,16464
train__493__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__493__obj003__surface_injure.png,train,surface_injure,493.jpg,493,493.xml,493,493.jpg,493,3,3,1,0,1,0,0,594,3,1024,342,594,3,1024,342,430,339,145770,430,339,145770
train__494__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__494__obj001__surface_injure.png,train,surface_injure,494.jpg,494,494.xml,494,494.jpg,494,1,2,1,0,1,0,0,208,655,383,805,208,655,383,805,175,150,26250,175,150,26250
train__494__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__494__obj002__surface_injure.png,train,surface_injure,494.jpg,494,494.xml,494,494.jpg,494,2,2,1,0,1,0,0,342,497,562,713,342,497,562,713,220,216,47520,220,216,47520
train__498__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__498__obj001__surface_injure.png,train,surface_injure,498.jpg,498,498.xml,498,498.jpg,498,1,2,1,0,1,0,0,380,425,514,570,380,425,514,570,134,145,19430,134,145,19430
train__498__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__498__obj002__surface_injure.png,train,surface_injure,498.jpg,498,498.xml,498,498.jpg,498,2,2,1,0,1,0,0,539,39,1023,570,539,39,1023,570,484,531,257004,484,531,257004
train__499__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__499__obj001__surface_injure.png,train,surface_injure,499.jpg,499,499.xml,499,499.jpg,499,1,1,1,0,1,0,0,269,285,602,514,269,285,602,514,333,229,76257,333,229,76257
train__504__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__504__obj001__surface_injure.png,train,surface_injure,504.jpg,504,504.xml,504,504.jpg,504,1,1,1,0,1,0,0,289,252,502,588,289,252,502,588,213,336,71568,213,336,71568
train__514__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__514__obj001__surface_injure.png,train,surface_injure,514.jpg,514,514.xml,514,514.jpg,514,1,1,1,0,1,0,0,180,216,966,561,180,216,966,561,786,345,271170,786,345,271170
train__522__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__522__obj001__surface_injure.png,train,surface_injure,522.jpg,522,522.xml,522,522.jpg,522,1,2,1,0,1,0,0,27,36,208,530,27,36,208,530,181,494,89414,181,494,89414
train__522__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__522__obj002__surface_injure.png,train,surface_injure,522.jpg,522,522.xml,522,522.jpg,522,2,2,1,0,1,0,0,233,1,625,352,233,1,625,352,392,351,137592,392,351,137592
train__532__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__532__obj001__surface_injure.png,train,surface_injure,532.jpg,532,532.xml,532,532.jpg,532,1,1,1,0,1,0,0,208,385,391,519,208,385,391,519,183,134,24522,183,134,24522
train__535__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__535__obj001__surface_injure.png,train,surface_injure,535.jpg,535,535.xml,535,535.jpg,535,1,1,1,0,1,0,0,555,164,786,524,555,164,786,524,231,360,83160,231,360,83160
train__536__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__536__obj001__surface_injure.png,train,surface_injure,536.jpg,536,536.xml,536,536.jpg,536,1,1,1,0,1,0,0,445,160,686,508,445,160,686,508,241,348,83868,241,348,83868
train__553__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__553__obj001__surface_injure.png,train,surface_injure,553.jpg,553,553.xml,553,553.jpg,553,1,1,1,0,1,0,0,237,81,662,736,237,81,662,736,425,655,278375,425,655,278375
train__555__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__555__obj001__surface_injure.png,train,surface_injure,555.jpg,555,555.xml,555,555.jpg,555,1,1,1,0,1,0,0,637,369,891,566,637,369,891,566,254,197,50038,254,197,50038
train__573__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__573__obj001__surface_injure.png,train,surface_injure,573.jpg,573,573.xml,573,573.jpg,573,1,2,1,0,1,0,0,312,295,789,566,312,295,789,566,477,271,129267,477,271,129267
train__573__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__573__obj002__surface_injure.png,train,surface_injure,573.jpg,573,573.xml,573,573.jpg,573,2,2,1,0,1,0,0,345,739,592,942,345,739,592,942,247,203,50141,247,203,50141
train__576__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__576__obj001__surface_injure.png,train,surface_injure,576.jpg,576,576.xml,576,576.jpg,576,1,3,1,0,1,0,0,348,644,445,752,348,644,445,752,97,108,10476,97,108,10476
train__576__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__576__obj002__surface_injure.png,train,surface_injure,576.jpg,576,576.xml,576,576.jpg,576,2,3,1,0,1,0,0,378,311,489,411,378,311,489,411,111,100,11100,111,100,11100
train__576__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__576__obj003__surface_injure.png,train,surface_injure,576.jpg,576,576.xml,576,576.jpg,576,3,3,1,0,1,0,0,484,602,633,785,484,602,633,785,149,183,27267,149,183,27267
train__581__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__581__obj001__surface_injure.png,train,surface_injure,581.jpg,581,581.xml,581,581.jpg,581,1,1,1,0,1,0,0,1,222,577,460,1,222,577,460,576,238,137088,576,238,137088
train__587__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__587__obj002__surface_injure.png,train,surface_injure,587.jpg,587,587.xml,587,587.jpg,587,2,2,2,0,1,0,0,16,463,297,708,16,463,297,708,281,245,68845,281,245,68845
train__595__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__595__obj002__surface_injure.png,train,surface_injure,595.jpg,595,595.xml,595,595.jpg,595,2,2,2,0,1,0,0,14,420,394,769,14,420,394,769,380,349,132620,380,349,132620
train__601__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__601__obj001__surface_injure.png,train,surface_injure,601.jpg,601,601.xml,601,601.jpg,601,1,1,1,0,1,0,0,545,400,739,860,545,400,739,860,194,460,89240,194,460,89240
train__603__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__603__obj001__surface_injure.png,train,surface_injure,603.jpg,603,603.xml,603,603.jpg,603,1,3,2,0,1,0,0,92,120,294,661,92,120,294,661,202,541,109282,202,541,109282
train__603__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__603__obj002__surface_injure.png,train,surface_injure,603.jpg,603,603.xml,603,603.jpg,603,2,3,2,0,1,0,0,309,497,786,641,309,497,786,641,477,144,68688,477,144,68688
train__606__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__606__obj001__surface_injure.png,train,surface_injure,606.jpg,606,606.xml,606,606.jpg,606,1,1,1,0,1,0,0,197,519,544,747,197,519,544,747,347,228,79116,347,228,79116
train__609__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__609__obj002__surface_injure.png,train,surface_injure,609.jpg,609,609.xml,609,609.jpg,609,2,2,2,0,1,0,0,661,317,800,369,661,317,800,369,139,52,7228,139,52,7228
train__620__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__620__obj001__surface_injure.png,train,surface_injure,620.jpg,620,620.xml,620,620.jpg,620,1,1,1,0,1,0,0,445,285,602,450,445,285,602,450,157,165,25905,157,165,25905
train__627__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__627__obj001__surface_injure.png,train,surface_injure,627.jpg,627,627.xml,627,627.jpg,627,1,2,1,0,1,0,0,167,285,369,650,167,285,369,650,202,365,73730,202,365,73730
train__627__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__627__obj002__surface_injure.png,train,surface_injure,627.jpg,627,627.xml,627,627.jpg,627,2,2,1,0,1,0,0,491,261,687,605,491,261,687,605,196,344,67424,196,344,67424
train__629__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__629__obj001__surface_injure.png,train,surface_injure,629.jpg,629,629.xml,629,629.jpg,629,1,1,1,0,1,0,0,328,89,712,558,328,89,712,558,384,469,180096,384,469,180096
train__63__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__63__obj001__surface_injure.png,train,surface_injure,63.jpg,63,63.xml,63,63.jpg,63,1,2,1,0,1,0,0,122,425,191,511,122,425,191,511,69,86,5934,69,86,5934
train__63__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__63__obj002__surface_injure.png,train,surface_injure,63.jpg,63,63.xml,63,63.jpg,63,2,2,1,0,1,0,0,308,714,356,763,308,714,356,763,48,49,2352,48,49,2352
train__630__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__630__obj001__surface_injure.png,train,surface_injure,630.jpg,630,630.xml,630,630.jpg,630,1,1,1,0,1,0,0,522,1,784,978,522,1,784,978,262,977,255974,262,977,255974
train__631__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__631__obj001__surface_injure.png,train,surface_injure,631.jpg,631,631.xml,631,631.jpg,631,1,1,1,0,1,0,0,28,703,181,874,28,703,181,874,153,171,26163,153,171,26163
train__635__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__635__obj001__surface_injure.png,train,surface_injure,635.jpg,635,635.xml,635,635.jpg,635,1,1,1,0,1,0,0,272,461,623,708,272,461,623,708,351,247,86697,351,247,86697
train__636__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__636__obj001__surface_injure.png,train,surface_injure,636.jpg,636,636.xml,636,636.jpg,636,1,2,1,0,1,0,0,494,589,802,899,494,589,802,899,308,310,95480,308,310,95480
train__636__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__636__obj002__surface_injure.png,train,surface_injure,636.jpg,636,636.xml,636,636.jpg,636,2,2,1,0,1,0,0,561,133,748,320,561,133,748,320,187,187,34969,187,187,34969
train__639__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__639__obj002__surface_injure.png,train,surface_injure,639.jpg,639,639.xml,639,639.jpg,639,2,2,2,0,1,0,0,589,430,644,464,589,430,644,464,55,34,1870,55,34,1870
train__645__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__645__obj001__surface_injure.png,train,surface_injure,645.jpg,645,645.xml,645,645.jpg,645,1,1,1,0,1,0,0,727,224,844,397,727,224,844,397,117,173,20241,117,173,20241
train__647__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__647__obj001__surface_injure.png,train,surface_injure,647.jpg,647,647.xml,647,647.jpg,647,1,1,1,0,1,0,0,219,794,453,878,219,794,453,878,234,84,19656,234,84,19656
train__651__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__651__obj001__surface_injure.png,train,surface_injure,651.jpg,651,651.xml,651,651.jpg,651,1,1,1,0,1,0,0,397,510,511,617,397,510,511,617,114,107,12198,114,107,12198
train__653__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__653__obj001__surface_injure.png,train,surface_injure,653.jpg,653,653.xml,653,653.jpg,653,1,1,1,0,1,0,0,239,256,817,966,239,256,817,966,578,710,410380,578,710,410380
train__657__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__657__obj001__surface_injure.png,train,surface_injure,657.jpg,657,657.xml,657,657.jpg,657,1,1,1,0,1,0,0,502,472,558,510,502,472,558,510,56,38,2128,56,38,2128
train__660__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__660__obj002__surface_injure.png,train,surface_injure,660.jpg,660,660.xml,660,660.jpg,660,2,2,2,0,1,0,0,328,306,550,488,328,306,550,488,222,182,40404,222,182,40404
train__662__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__662__obj001__surface_injure.png,train,surface_injure,662.jpg,662,662.xml,662,662.jpg,662,1,2,1,0,1,0,0,505,436,658,814,505,436,658,814,153,378,57834,153,378,57834
train__662__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__662__obj002__surface_injure.png,train,surface_injure,662.jpg,662,662.xml,662,662.jpg,662,2,2,1,0,1,0,0,505,947,564,1014,505,947,564,1014,59,67,3953,59,67,3953
train__664__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__664__obj001__surface_injure.png,train,surface_injure,664.jpg,664,664.xml,664,664.jpg,664,1,2,1,0,1,0,0,41,736,400,910,41,736,400,910,359,174,62466,359,174,62466
train__664__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__664__obj002__surface_injure.png,train,surface_injure,664.jpg,664,664.xml,664,664.jpg,664,2,2,1,0,1,0,0,773,152,1005,328,773,152,1005,328,232,176,40832,232,176,40832
train__670__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__670__obj002__surface_injure.png,train,surface_injure,670.jpg,670,670.xml,670,670.jpg,670,2,2,2,0,1,0,0,469,330,537,367,469,330,537,367,68,37,2516,68,37,2516
train__672__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__672__obj002__surface_injure.png,train,surface_injure,672.jpg,672,672.xml,672,672.jpg,672,2,3,2,0,1,0,0,375,320,494,372,375,320,494,372,119,52,6188,119,52,6188
train__672__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__672__obj003__surface_injure.png,train,surface_injure,672.jpg,672,672.xml,672,672.jpg,672,3,3,2,0,1,0,0,516,685,575,716,516,685,575,716,59,31,1829,59,31,1829
train__673__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__673__obj001__surface_injure.png,train,surface_injure,673.jpg,673,673.xml,673,673.jpg,673,1,1,1,0,1,0,0,231,274,516,592,231,274,516,592,285,318,90630,285,318,90630
train__679__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__679__obj001__surface_injure.png,train,surface_injure,679.jpg,679,679.xml,679,679.jpg,679,1,1,1,0,1,0,0,166,219,855,677,166,219,855,677,689,458,315562,689,458,315562
train__681__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__681__obj001__surface_injure.png,train,surface_injure,681.jpg,681,681.xml,681,681.jpg,681,1,2,1,0,1,0,0,502,927,706,1022,502,927,706,1022,204,95,19380,204,95,19380
train__681__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__681__obj002__surface_injure.png,train,surface_injure,681.jpg,681,681.xml,681,681.jpg,681,2,2,1,0,1,0,0,612,185,784,320,612,185,784,320,172,135,23220,172,135,23220
train__683__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__683__obj001__surface_injure.png,train,surface_injure,683.jpg,683,683.xml,683,683.jpg,683,1,3,1,0,1,0,0,444,480,655,644,444,480,655,644,211,164,34604,211,164,34604
train__683__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__683__obj002__surface_injure.png,train,surface_injure,683.jpg,683,683.xml,683,683.jpg,683,2,3,1,0,1,0,0,445,855,550,969,445,855,550,969,105,114,11970,105,114,11970
train__683__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__683__obj003__surface_injure.png,train,surface_injure,683.jpg,683,683.xml,683,683.jpg,683,3,3,1,0,1,0,0,547,66,698,203,547,66,698,203,151,137,20687,151,137,20687
train__684__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__684__obj001__surface_injure.png,train,surface_injure,684.jpg,684,684.xml,684,684.jpg,684,1,2,1,0,1,0,0,180,291,806,477,180,291,806,477,626,186,116436,626,186,116436
train__684__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__684__obj002__surface_injure.png,train,surface_injure,684.jpg,684,684.xml,684,684.jpg,684,2,2,1,0,1,0,0,208,728,773,833,208,728,773,833,565,105,59325,565,105,59325
train__700__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__700__obj001__surface_injure.png,train,surface_injure,700.jpg,700,700.xml,700,700.jpg,700,1,1,1,0,1,0,0,305,102,1016,278,305,102,1016,278,711,176,125136,711,176,125136
train__702__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__702__obj001__surface_injure.png,train,surface_injure,702.jpg,702,702.xml,702,702.jpg,702,1,2,1,0,1,0,0,202,525,359,956,202,525,359,956,157,431,67667,157,431,67667
train__702__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__702__obj002__surface_injure.png,train,surface_injure,702.jpg,702,702.xml,702,702.jpg,702,2,2,1,0,1,0,0,295,91,411,516,295,91,411,516,116,425,49300,116,425,49300
train__711__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__711__obj001__surface_injure.png,train,surface_injure,711.jpg,711,711.xml,711,711.jpg,711,1,1,1,0,1,0,0,303,494,412,638,303,494,412,638,109,144,15696,109,144,15696
train__726__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__726__obj001__surface_injure.png,train,surface_injure,726.jpg,726,726.xml,726,726.jpg,726,1,1,1,0,1,0,0,377,180,764,416,377,180,764,416,387,236,91332,387,236,91332
train__743__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__743__obj001__surface_injure.png,train,surface_injure,743.jpg,743,743.xml,743,10.jpg,10,1,2,2,1,1,0,0,383,931,470,975,383,931,470,975,87,44,3828,87,44,3828
train__748__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__748__obj001__surface_injure.png,train,surface_injure,748.jpg,748,748.xml,748,108.jpg,108,1,3,2,1,1,0,0,342,10,534,935,342,10,534,935,192,925,177600,192,925,177600
train__748__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__748__obj002__surface_injure.png,train,surface_injure,748.jpg,748,748.xml,748,108.jpg,108,2,3,2,1,1,0,0,928,2,1014,781,928,2,1014,781,86,779,66994,86,779,66994
train__75__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__75__obj001__surface_injure.png,train,surface_injure,75.jpg,75,75.xml,75,75.jpg,75,1,2,1,0,1,0,0,103,586,177,1017,103,586,177,1017,74,431,31894,74,431,31894
train__75__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__75__obj002__surface_injure.png,train,surface_injure,75.jpg,75,75.xml,75,75.jpg,75,2,2,1,0,1,0,0,727,6,1024,325,727,6,1024,325,297,319,94743,297,319,94743
train__750__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__750__obj001__surface_injure.png,train,surface_injure,750.jpg,750,750.xml,750,110.jpg,110,1,1,1,1,1,0,0,41,128,616,213,41,128,616,213,575,85,48875,575,85,48875
train__753__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__753__obj003__surface_injure.png,train,surface_injure,753.jpg,753,753.xml,753,116.jpg,116,3,3,2,1,1,0,0,491,670,536,714,491,670,536,714,45,44,1980,45,44,1980
train__759__obj004__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__759__obj004__surface_injure.png,train,surface_injure,759.jpg,759,759.xml,759,126.jpg,126,4,4,2,1,1,0,0,694,3,1000,156,694,3,1000,156,306,153,46818,306,153,46818
train__760__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__760__obj001__surface_injure.png,train,surface_injure,760.jpg,760,760.xml,760,760.jpg,760,1,2,1,0,1,0,0,1,2,117,980,1,2,117,980,116,978,113448,116,978,113448
train__760__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__760__obj002__surface_injure.png,train,surface_injure,760.jpg,760,760.xml,760,760.jpg,760,2,2,1,0,1,0,0,125,1,398,395,125,1,398,395,273,394,107562,273,394,107562
train__767__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__767__obj001__surface_injure.png,train,surface_injure,767.jpg,767,767.xml,767,145.jpg,145,1,1,1,1,1,0,0,748,475,958,803,748,475,958,803,210,328,68880,210,328,68880
train__770__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__770__obj001__surface_injure.png,train,surface_injure,770.jpg,770,770.xml,770,149.jpg,149,1,1,1,1,1,0,0,95,700,381,758,95,700,381,758,286,58,16588,286,58,16588
train__772__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/train/surface_injure/train__772__obj001__surface_injure.png,train,surface_injure,772.jpg,772,772.xml,772,150.jpg,150,1,2,1,1,1,0,0,608,500,737,633,608,500,737,633,129,133,17157,129,133,17157
