xmlFileName,xmlStem,sourceImageFileName,sourceImageStem,xmlFilenameField,xmlFilenameFieldStem,isXmlFilenameMismatch,className,pose,truncated,difficult,imageWidth,imageHeight,xmin,ymin,xmax,ymax,bboxWidth,bboxHeight,bboxArea,isValidBbox
42.xml,42,42.jpg,42,42.jpg,42,0,craze,Unspecified,0,0,1024,1024,411,233,609,514,198,281,55638,1
42.xml,42,42.jpg,42,42.jpg,42,0,craze,Unspecified,1,0,1024,1024,627,83,1024,789,397,706,280282,1
420.xml,420,420.jpg,420,420.jpg,420,0,hide_craze,Unspecified,0,0,1024,1024,756,685,791,839,35,154,5390,1
421.xml,421,421.jpg,421,421.jpg,421,0,surface_injure,Unspecified,0,0,1024,1024,67,574,220,697,153,123,18819,1
421.xml,421,421.jpg,421,421.jpg,421,0,surface_injure,Unspecified,0,0,1024,1024,336,514,420,630,84,116,9744,1
422.xml,422,422.jpg,422,422.jpg,422,0,hide_craze,Unspecified,0,0,1024,1024,131,470,369,492,238,22,5236,1
422.xml,422,422.jpg,422,422.jpg,422,0,hide_craze,Unspecified,0,0,1024,1024,441,475,825,500,384,25,9600,1
423.xml,423,423.jpg,423,423.jpg,423,0,corrosion,Unspecified,0,0,1024,1024,406,19,573,760,167,741,123747,1
423.xml,423,423.jpg,423,423.jpg,423,0,hide_craze,Unspecified,0,0,1024,1024,395,905,420,1022,25,117,2925,1
424.xml,424,424.jpg,424,424.jpg,424,0,hide_craze,Unspecified,0,0,1024,1024,152,83,684,367,532,284,151088,1
424.xml,424,424.jpg,424,424.jpg,424,0,hide_craze,Unspecified,0,0,1024,1024,178,525,292,664,114,139,15846,1
424.xml,424,424.jpg,424,424.jpg,424,0,surface_injure,Unspecified,0,0,1024,1024,309,416,556,642,247,226,55822,1
425.xml,425,425.jpg,425,425.jpg,425,0,corrosion,Unspecified,0,0,1024,1024,342,36,587,978,245,942,230790,1
426.xml,426,426.jpg,426,426.jpg,426,0,hide_craze,Unspecified,0,0,1024,1024,417,244,531,378,114,134,15276,1
427.xml,427,427.jpg,427,427.jpg,427,0,surface_injure,Unspecified,0,0,1024,1024,353,460,536,560,183,100,18300,1
427.xml,427,427.jpg,427,427.jpg,427,0,surface_injure,Unspecified,0,0,1024,1024,466,58,642,236,176,178,31328,1
427.xml,427,427.jpg,427,427.jpg,427,0,surface_injure,Unspecified,0,0,1024,1024,655,380,742,469,87,89,7743,1
428.xml,428,428.jpg,428,428.jpg,428,0,surface_injure,Unspecified,0,0,1024,1024,236,236,306,331,70,95,6650,1
429.xml,429,429.jpg,429,429.jpg,429,0,craze,Unspecified,0,0,1024,1024,462,272,759,489,297,217,64449,1
43.xml,43,43.jpg,43,43.jpg,43,0,surface_injure,Unspecified,1,0,1024,1024,177,1,502,689,325,688,223600,1
43.xml,43,43.jpg,43,43.jpg,43,0,surface_injure,Unspecified,0,0,1024,1024,300,724,553,885,253,161,40733,1
430.xml,430,430.jpg,430,430.jpg,430,0,corrosion,Unspecified,0,0,1024,1024,241,697,508,1016,267,319,85173,1
430.xml,430,430.jpg,430,430.jpg,430,0,corrosion,Unspecified,0,0,1024,1024,462,397,712,688,250,291,72750,1
430.xml,430,430.jpg,430,430.jpg,430,0,corrosion,Unspecified,0,0,1024,1024,527,22,844,380,317,358,113486,1
431.xml,431,431.jpg,431,431.jpg,431,0,crack,Unspecified,0,0,1024,1024,548,172,800,788,252,616,155232,1
432.xml,432,432.jpg,432,432.jpg,432,0,surface_injure,Unspecified,0,0,1024,1024,278,502,497,836,219,334,73146,1
433.xml,433,433.jpg,433,433.jpg,433,0,crack,Unspecified,0,0,1024,1024,494,264,597,777,103,513,52839,1
434.xml,434,434.jpg,434,434.jpg,434,0,surface_injure,Unspecified,0,0,1024,1024,572,422,598,455,26,33,858,1
434.xml,434,434.jpg,434,434.jpg,434,0,surface_injure,Unspecified,0,0,1024,1024,573,353,592,392,19,39,741,1
435.xml,435,435.jpg,435,435.jpg,435,0,craze,Unspecified,0,0,1024,1024,627,745,1019,944,392,199,78008,1
436.xml,436,436.jpg,436,436.jpg,436,0,craze,Unspecified,0,0,1024,1024,239,327,628,739,389,412,160268,1
436.xml,436,436.jpg,436,436.jpg,436,0,hide_craze,Unspecified,1,0,1024,1024,650,538,1024,619,374,81,30294,1
437.xml,437,437.jpg,437,437.jpg,437,0,thunderstrike,Unspecified,0,0,1024,1024,273,180,775,519,502,339,170178,1
438.xml,438,438.jpg,438,438.jpg,438,0,hide_craze,Unspecified,0,0,1024,1024,147,147,1003,308,856,161,137816,1
439.xml,439,439.jpg,439,439.jpg,439,0,hide_craze,Unspecified,0,0,1024,1024,273,460,528,856,255,396,100980,1
44.xml,44,44.jpg,44,44.jpg,44,0,hide_craze,Unspecified,0,0,1024,1024,286,591,631,783,345,192,66240,1
440.xml,440,440.jpg,440,440.jpg,440,0,crack,Unspecified,0,0,1024,1024,356,244,631,830,275,586,161150,1
441.xml,441,441.jpg,441,441.jpg,441,0,surface_injure,Unspecified,0,0,1024,1024,105,260,317,336,212,76,16112,1
442.xml,442,442.jpg,442,442.jpg,442,0,corrosion,Unspecified,0,0,1024,1024,2,256,306,506,304,250,76000,1
442.xml,442,442.jpg,442,442.jpg,442,0,corrosion,Unspecified,0,0,1024,1024,314,449,630,749,316,300,94800,1
442.xml,442,442.jpg,442,442.jpg,442,0,corrosion,Unspecified,0,0,1024,1024,653,508,980,849,327,341,111507,1
443.xml,443,443.jpg,443,443.jpg,443,0,crack,Unspecified,0,0,1024,1024,262,160,455,960,193,800,154400,1
444.xml,444,444.jpg,444,444.jpg,444,0,craze,Unspecified,0,0,1024,1024,337,583,925,894,588,311,182868,1
445.xml,445,445.jpg,445,445.jpg,445,0,surface_injure,Unspecified,0,0,1024,1024,177,467,808,553,631,86,54266,1
446.xml,446,446.jpg,446,446.jpg,446,0,hide_craze,Unspecified,0,0,1024,1024,367,760,511,786,144,26,3744,1
447.xml,447,447.jpg,447,447.jpg,447,0,crack,Unspecified,0,0,1024,1024,498,188,734,494,236,306,72216,1
447.xml,447,447.jpg,447,447.jpg,447,0,crack,Unspecified,0,0,1024,1024,908,331,980,560,72,229,16488,1
448.xml,448,448.jpg,448,448.jpg,448,0,hide_craze,Unspecified,0,0,1024,1024,605,702,642,842,37,140,5180,1
449.xml,449,449.jpg,449,449.jpg,449,0,hide_craze,Unspecified,0,0,1024,1024,333,710,370,977,37,267,9879,1
45.xml,45,45.jpg,45,45.jpg,45,0,surface_injure,Unspecified,0,0,1024,1024,16,517,181,872,165,355,58575,1
45.xml,45,45.jpg,45,45.jpg,45,0,surface_injure,Unspecified,0,0,1024,1024,191,417,664,655,473,238,112574,1
450.xml,450,450.jpg,450,450.jpg,450,0,hide_craze,Unspecified,0,0,1024,1024,322,192,564,486,242,294,71148,1
451.xml,451,451.jpg,451,451.jpg,451,0,corrosion,Unspecified,0,0,1024,1024,3,424,980,513,977,89,86953,1
452.xml,452,452.jpg,452,452.jpg,452,0,hide_craze,Unspecified,0,0,1024,1024,250,349,431,811,181,462,83622,1
453.xml,453,453.jpg,453,453.jpg,453,0,hide_craze,Unspecified,0,0,1024,1024,497,91,627,367,130,276,35880,1
454.xml,454,454.jpg,454,454.jpg,454,0,craze,Unspecified,0,0,1024,1024,453,444,756,642,303,198,59994,1
455.xml,455,455.jpg,455,455.jpg,455,0,crack,Unspecified,0,0,1024,1024,322,319,825,774,503,455,228865,1
456.xml,456,456.jpg,456,456.jpg,456,0,hide_craze,Unspecified,0,0,1024,1024,389,70,428,591,39,521,20319,1
456.xml,456,456.jpg,456,456.jpg,456,0,hide_craze,Unspecified,0,0,1024,1024,392,714,419,1017,27,303,8181,1
457.xml,457,457.jpg,457,457.jpg,457,0,hide_craze,Unspecified,0,0,1024,1024,430,194,483,350,53,156,8268,1
457.xml,457,457.jpg,457,457.jpg,457,0,hide_craze,Unspecified,0,0,1024,1024,453,467,486,536,33,69,2277,1
457.xml,457,457.jpg,457,457.jpg,457,0,hide_craze,Unspecified,0,0,1024,1024,466,641,525,756,59,115,6785,1
458.xml,458,458.jpg,458,458.jpg,458,0,surface_injure,Unspecified,0,0,1024,1024,541,102,652,514,111,412,45732,1
459.xml,459,459.jpg,459,459.jpg,459,0,corrosion,Unspecified,0,0,1024,1024,444,505,509,1013,65,508,33020,1
459.xml,459,459.jpg,459,459.jpg,459,0,corrosion,Unspecified,0,0,1024,1024,464,6,570,500,106,494,52364,1
46.xml,46,46.jpg,46,46.jpg,46,0,corrosion,Unspecified,0,0,1024,1024,20,563,548,680,528,117,61776,1
46.xml,46,46.jpg,46,46.jpg,46,0,corrosion,Unspecified,0,0,1024,1024,569,491,814,578,245,87,21315,1
460.xml,460,460.jpg,460,460.jpg,460,0,crack,Unspecified,0,0,1024,1024,419,8,684,641,265,633,167745,1
461.xml,461,461.jpg,461,461.jpg,461,0,thunderstrike,Unspecified,0,0,1024,1024,583,113,727,156,144,43,6192,1
462.xml,462,462.jpg,462,462.jpg,462,0,surface_injure,Unspecified,0,0,1024,1024,483,699,533,777,50,78,3900,1
462.xml,462,462.jpg,462,462.jpg,462,0,surface_injure,Unspecified,0,0,1024,1024,505,347,633,449,128,102,13056,1
462.xml,462,462.jpg,462,462.jpg,462,0,surface_injure,Unspecified,0,0,1024,1024,547,552,614,600,67,48,3216,1
462.xml,462,462.jpg,462,462.jpg,462,0,surface_injure,Unspecified,0,0,1024,1024,578,80,695,245,117,165,19305,1
463.xml,463,463.jpg,463,463.jpg,463,0,hide_craze,Unspecified,0,0,1024,1024,209,158,352,263,143,105,15015,1
464.xml,464,464.jpg,464,464.jpg,464,0,craze,Unspecified,0,0,1024,1024,53,25,422,483,369,458,169002,1
464.xml,464,464.jpg,464,464.jpg,464,0,hide_craze,Unspecified,0,0,1024,1024,486,192,637,228,151,36,5436,1
465.xml,465,465.jpg,465,465.jpg,465,0,crack,Unspecified,0,0,1024,1024,484,638,908,772,424,134,56816,1
466.xml,466,466.jpg,466,466.jpg,466,0,surface_injure,Unspecified,0,0,1024,1024,159,461,800,558,641,97,62177,1
467.xml,467,467.jpg,467,467.jpg,467,0,corrosion,Unspecified,0,0,1024,1024,562,2,631,372,69,370,25530,1
467.xml,467,467.jpg,467,467.jpg,467,0,corrosion,Unspecified,0,0,1024,1024,575,583,623,683,48,100,4800,1
467.xml,467,467.jpg,467,467.jpg,467,0,thunderstrike,Unspecified,0,0,1024,1024,831,348,910,419,79,71,5609,1
468.xml,468,468.jpg,468,468.jpg,468,0,hide_craze,Unspecified,0,0,1024,1024,470,819,495,1020,25,201,5025,1
468.xml,468,468.jpg,468,468.jpg,468,0,hide_craze,Unspecified,0,0,1024,1024,473,339,498,738,25,399,9975,1
469.xml,469,469.jpg,469,469.jpg,469,0,craze,Unspecified,0,0,1024,1024,389,466,831,844,442,378,167076,1
47.xml,47,47.jpg,47,47.jpg,47,0,craze,Unspecified,0,0,1024,1024,328,335,498,491,170,156,26520,1
47.xml,47,47.jpg,47,47.jpg,47,0,craze,Unspecified,0,0,1024,1024,523,513,683,716,160,203,32480,1
47.xml,47,47.jpg,47,47.jpg,47,0,craze,Unspecified,0,0,1024,1024,683,731,941,1002,258,271,69918,1
470.xml,470,470.jpg,470,470.jpg,470,0,crack,Unspecified,0,0,1024,1024,230,525,847,738,617,213,131421,1
471.xml,471,471.jpg,471,471.jpg,471,0,crack,Unspecified,0,0,1024,1024,316,370,494,964,178,594,105732,1
472.xml,472,472.jpg,472,472.jpg,472,0,hide_craze,Unspecified,0,0,1024,1024,3,675,117,849,114,174,19836,1
472.xml,472,472.jpg,472,472.jpg,472,0,hide_craze,Unspecified,0,0,1024,1024,270,552,491,817,221,265,58565,1
472.xml,472,472.jpg,472,472.jpg,472,0,hide_craze,Unspecified,0,0,1024,1024,305,564,1022,652,717,88,63096,1
472.xml,472,472.jpg,472,472.jpg,472,0,hide_craze,Unspecified,0,0,1024,1024,959,264,995,591,36,327,11772,1
473.xml,473,473.jpg,473,473.jpg,473,0,crack,Unspecified,0,0,1024,1024,145,416,816,705,671,289,193919,1
474.xml,474,474.jpg,474,474.jpg,474,0,surface_injure,Unspecified,0,0,1024,1024,3,230,631,674,628,444,278832,1
475.xml,475,475.jpg,475,475.jpg,475,0,surface_injure,Unspecified,0,0,1024,1024,86,347,236,502,150,155,23250,1
475.xml,475,475.jpg,475,475.jpg,475,0,surface_injure,Unspecified,0,0,1024,1024,253,419,564,653,311,234,72774,1
475.xml,475,475.jpg,475,475.jpg,475,0,surface_injure,Unspecified,0,0,1024,1024,573,586,1019,861,446,275,122650,1
476.xml,476,476.jpg,476,476.jpg,476,0,surface_injure,Unspecified,0,0,1024,1024,53,508,552,692,499,184,91816,1
477.xml,477,477.jpg,477,477.jpg,477,0,hide_craze,Unspecified,0,0,1024,1024,169,110,431,158,262,48,12576,1
478.xml,478,478.jpg,478,478.jpg,478,0,surface_injure,Unspecified,0,0,1024,1024,370,403,527,817,157,414,64998,1
478.xml,478,478.jpg,478,478.jpg,478,0,surface_injure,Unspecified,1,0,1024,1024,381,1,492,214,111,213,23643,1
479.xml,479,479.jpg,479,479.jpg,479,0,surface_injure,Unspecified,0,0,1024,1024,611,206,750,325,139,119,16541,1
479.xml,479,479.jpg,479,479.jpg,479,0,thunderstrike,Unspecified,0,0,1024,1024,689,725,853,778,164,53,8692,1
48.xml,48,48.jpg,48,48.jpg,48,0,surface_injure,Unspecified,0,0,1024,1024,394,473,553,794,159,321,51039,1
480.xml,480,480.jpg,480,480.jpg,480,0,corrosion,Unspecified,0,0,1024,1024,6,506,283,563,277,57,15789,1
480.xml,480,480.jpg,480,480.jpg,480,0,corrosion,Unspecified,0,0,1024,1024,295,550,603,633,308,83,25564,1
480.xml,480,480.jpg,480,480.jpg,480,0,corrosion,Unspecified,0,0,1024,1024,611,591,1014,677,403,86,34658,1
481.xml,481,481.jpg,481,481.jpg,481,0,corrosion,Unspecified,0,0,1024,1024,9,155,325,402,316,247,78052,1
481.xml,481,481.jpg,481,481.jpg,481,0,corrosion,Unspecified,0,0,1024,1024,336,360,686,650,350,290,101500,1
481.xml,481,481.jpg,481,481.jpg,481,0,corrosion,Unspecified,0,0,1024,1024,687,538,1023,852,336,314,105504,1
482.xml,482,482.jpg,482,482.jpg,482,0,craze,Unspecified,0,0,1024,1024,605,210,942,891,337,681,229497,1
483.xml,483,483.jpg,483,483.jpg,483,0,hide_craze,Unspecified,0,0,1024,1024,191,672,809,974,618,302,186636,1
484.xml,484,484.jpg,484,484.jpg,484,0,surface_injure,Unspecified,0,0,1024,1024,155,244,291,324,136,80,10880,1
484.xml,484,484.jpg,484,484.jpg,484,0,surface_injure,Unspecified,0,0,1024,1024,478,377,575,467,97,90,8730,1
484.xml,484,484.jpg,484,484.jpg,484,0,surface_injure,Unspecified,0,0,1024,1024,784,283,967,516,183,233,42639,1
485.xml,485,485.jpg,485,485.jpg,485,0,corrosion,Unspecified,0,0,1024,1024,12,20,992,481,980,461,451780,1
486.xml,486,486.jpg,486,486.jpg,486,0,crack,Unspecified,0,0,1024,1024,294,28,641,486,347,458,158926,1
487.xml,487,487.jpg,487,487.jpg,487,0,surface_injure,Unspecified,0,0,1024,1024,180,363,306,852,126,489,61614,1
487.xml,487,487.jpg,487,487.jpg,487,0,surface_injure,Unspecified,0,0,1024,1024,252,3,497,274,245,271,66395,1
488.xml,488,488.jpg,488,488.jpg,488,0,thunderstrike,Unspecified,0,0,1024,1024,242,156,798,952,556,796,442576,1
489.xml,489,489.jpg,489,489.jpg,489,0,corrosion,Unspecified,0,0,1024,1024,16,188,269,394,253,206,52118,1
489.xml,489,489.jpg,489,489.jpg,489,0,corrosion,Unspecified,0,0,1024,1024,277,331,566,561,289,230,66470,1
489.xml,489,489.jpg,489,489.jpg,489,0,corrosion,Unspecified,0,0,1024,1024,577,510,1022,919,445,409,182005,1
49.xml,49,49.jpg,49,49.jpg,49,0,craze,Unspecified,0,0,1024,1024,375,269,806,364,431,95,40945,1
490.xml,490,490.jpg,490,490.jpg,490,0,surface_injure,Unspecified,0,0,1024,1024,281,508,505,839,224,331,74144,1
491.xml,491,491.jpg,491,491.jpg,491,0,corrosion,Unspecified,0,0,1024,1024,8,81,1017,678,1009,597,602373,1
492.xml,492,492.jpg,492,492.jpg,492,0,surface_injure,Unspecified,0,0,1024,1024,411,181,552,338,141,157,22137,1
493.xml,493,493.jpg,493,493.jpg,493,0,surface_injure,Unspecified,1,0,1024,1024,103,1,252,138,149,137,20413,1
493.xml,493,493.jpg,493,493.jpg,493,0,surface_injure,Unspecified,1,0,1024,1024,405,1,552,113,147,112,16464,1
493.xml,493,493.jpg,493,493.jpg,493,0,surface_injure,Unspecified,1,0,1024,1024,594,3,1024,342,430,339,145770,1
494.xml,494,494.jpg,494,494.jpg,494,0,surface_injure,Unspecified,0,0,1024,1024,208,655,383,805,175,150,26250,1
494.xml,494,494.jpg,494,494.jpg,494,0,surface_injure,Unspecified,0,0,1024,1024,342,497,562,713,220,216,47520,1
495.xml,495,495.jpg,495,495.jpg,495,0,corrosion,Unspecified,0,0,1024,1024,250,2,528,1011,278,1009,280502,1
496.xml,496,496.jpg,496,496.jpg,496,0,hide_craze,Unspecified,0,0,1024,1024,661,427,705,975,44,548,24112,1
496.xml,496,496.jpg,496,496.jpg,496,0,hide_craze,Unspecified,0,0,1024,1024,678,60,700,341,22,281,6182,1
497.xml,497,497.jpg,497,497.jpg,497,0,hide_craze,Unspecified,0,0,1024,1024,209,736,431,991,222,255,56610,1
498.xml,498,498.jpg,498,498.jpg,498,0,surface_injure,Unspecified,0,0,1024,1024,380,425,514,570,134,145,19430,1
498.xml,498,498.jpg,498,498.jpg,498,0,surface_injure,Unspecified,0,0,1024,1024,539,39,1023,570,484,531,257004,1
499.xml,499,499.jpg,499,499.jpg,499,0,surface_injure,Unspecified,0,0,1024,1024,269,285,602,514,333,229,76257,1
5.xml,5,5.jpg,5,5.jpg,5,0,corrosion,Unspecified,0,0,1024,1024,5,222,361,306,356,84,29904,1
5.xml,5,5.jpg,5,5.jpg,5,0,corrosion,Unspecified,0,0,1024,1024,367,269,602,367,235,98,23030,1
5.xml,5,5.jpg,5,5.jpg,5,0,corrosion,Unspecified,0,0,1024,1024,609,311,911,430,302,119,35938,1
50.xml,50,50.jpg,50,50.jpg,50,0,craze,Unspecified,0,0,1024,1024,6,83,467,899,461,816,376176,1
50.xml,50,50.jpg,50,50.jpg,50,0,craze,Unspecified,0,0,1024,1024,494,278,619,513,125,235,29375,1
50.xml,50,50.jpg,50,50.jpg,50,0,craze,Unspecified,0,0,1024,1024,731,261,955,503,224,242,54208,1
500.xml,500,500.jpg,500,500.jpg,500,0,corrosion,Unspecified,0,0,1024,1024,537,8,722,989,185,981,181485,1
501.xml,501,501.jpg,501,501.jpg,501,0,corrosion,Unspecified,0,0,1024,1024,5,108,1005,742,1000,634,634000,1
502.xml,502,502.jpg,502,502.jpg,502,0,corrosion,Unspecified,1,0,1024,1024,12,508,1024,736,1012,228,230736,1
503.xml,503,503.jpg,503,503.jpg,503,0,corrosion,Unspecified,0,0,1024,1024,206,13,484,491,278,478,132884,1
503.xml,503,503.jpg,503,503.jpg,503,0,corrosion,Unspecified,0,0,1024,1024,264,499,731,1013,467,514,240038,1
504.xml,504,504.jpg,504,504.jpg,504,0,surface_injure,Unspecified,0,0,1024,1024,289,252,502,588,213,336,71568,1
505.xml,505,505.jpg,505,505.jpg,505,0,corrosion,Unspecified,0,0,1024,1024,6,200,1012,616,1006,416,418496,1
506.xml,506,506.jpg,506,506.jpg,506,0,crack,Unspecified,0,0,1024,1024,420,136,520,463,100,327,32700,1
507.xml,507,507.jpg,507,507.jpg,507,0,crack,Unspecified,0,0,1024,1024,611,175,714,306,103,131,13493,1
508.xml,508,508.jpg,508,508.jpg,508,0,hide_craze,Unspecified,1,0,1024,1024,478,55,573,1024,95,969,92055,1
509.xml,509,509.jpg,509,509.jpg,509,0,corrosion,Unspecified,0,0,1024,1024,6,645,1009,867,1003,222,222666,1
51.xml,51,51.jpg,51,51.jpg,51,0,craze,Unspecified,0,0,1024,1024,447,894,547,1019,100,125,12500,1
51.xml,51,51.jpg,51,51.jpg,51,0,craze,Unspecified,0,0,1024,1024,473,20,658,850,185,830,153550,1
510.xml,510,510.jpg,510,510.jpg,510,0,corrosion,Unspecified,0,0,1024,1024,666,545,805,1022,139,477,66303,1
510.xml,510,510.jpg,510,510.jpg,510,0,corrosion,Unspecified,0,0,1024,1024,698,64,780,539,82,475,38950,1
511.xml,511,511.jpg,511,511.jpg,511,0,hide_craze,Unspecified,0,0,1024,1024,291,156,372,500,81,344,27864,1
511.xml,511,511.jpg,511,511.jpg,511,0,hide_craze,Unspecified,0,0,1024,1024,405,192,459,408,54,216,11664,1
512.xml,512,512.jpg,512,512.jpg,512,0,surface_injure,Unspecified,0,0,1024,1024,461,530,541,580,80,50,4000,1
512.xml,512,512.jpg,512,512.jpg,512,0,surface_injure,Unspecified,0,0,1024,1024,819,555,934,691,115,136,15640,1
513.xml,513,513.jpg,513,513.jpg,513,0,craze,Unspecified,0,0,1024,1024,309,244,480,670,171,426,72846,1
514.xml,514,514.jpg,514,514.jpg,514,0,surface_injure,Unspecified,0,0,1024,1024,180,216,966,561,786,345,271170,1
515.xml,515,515.jpg,515,515.jpg,515,0,corrosion,Unspecified,0,0,1024,1024,55,433,861,760,806,327,263562,1
516.xml,516,516.jpg,516,516.jpg,516,0,corrosion,Unspecified,0,0,1024,1024,9,158,1020,633,1011,475,480225,1
517.xml,517,517.jpg,517,517.jpg,517,0,hide_craze,Unspecified,1,0,1024,1024,81,674,1024,739,943,65,61295,1
518.xml,518,518.jpg,518,518.jpg,518,0,craze,Unspecified,1,0,1024,1024,236,319,1024,672,788,353,278164,1
519.xml,519,519.jpg,519,519.jpg,519,0,hide_craze,Unspecified,0,0,1024,1024,359,161,405,863,46,702,32292,1
52.xml,52,52.jpg,52,52.jpg,52,0,thunderstrike,Unspecified,0,0,1024,1024,208,174,511,938,303,764,231492,1
520.xml,520,520.jpg,520,520.jpg,520,0,crack,Unspecified,0,0,1024,1024,341,36,512,652,171,616,105336,1
521.xml,521,521.jpg,521,521.jpg,521,0,corrosion,Unspecified,0,0,1024,1024,583,297,633,442,50,145,7250,1
521.xml,521,521.jpg,521,521.jpg,521,0,corrosion,Unspecified,0,0,1024,1024,602,531,639,1019,37,488,18056,1
522.xml,522,522.jpg,522,522.jpg,522,0,surface_injure,Unspecified,0,0,1024,1024,27,36,208,530,181,494,89414,1
522.xml,522,522.jpg,522,522.jpg,522,0,surface_injure,Unspecified,1,0,1024,1024,233,1,625,352,392,351,137592,1
523.xml,523,523.jpg,523,523.jpg,523,0,thunderstrike,Unspecified,0,0,1024,1024,2,10,572,1002,570,992,565440,1
524.xml,524,524.jpg,524,524.jpg,524,0,craze,Unspecified,0,0,1024,1024,609,542,937,864,328,322,105616,1
525.xml,525,525.jpg,525,525.jpg,525,0,crack,Unspecified,0,0,1024,1024,541,164,733,960,192,796,152832,1
526.xml,526,526.jpg,526,526.jpg,526,0,hide_craze,Unspecified,0,0,1024,1024,333,505,700,855,367,350,128450,1
527.xml,527,527.jpg,527,527.jpg,527,0,corrosion,Unspecified,0,0,1024,1024,356,625,453,1008,97,383,37151,1
527.xml,527,527.jpg,527,527.jpg,527,0,corrosion,Unspecified,0,0,1024,1024,411,369,483,617,72,248,17856,1
527.xml,527,527.jpg,527,527.jpg,527,0,corrosion,Unspecified,0,0,1024,1024,470,161,527,361,57,200,11400,1
528.xml,528,528.jpg,528,528.jpg,528,0,hide_craze,Unspecified,0,0,1024,1024,484,439,878,488,394,49,19306,1
529.xml,529,529.jpg,529,529.jpg,529,0,surface_injure,Unspecified,0,0,1024,1024,280,513,584,722,304,209,63536,1
53.xml,53,53.jpg,53,53.jpg,53,0,crack,Unspecified,0,0,1024,1024,420,153,509,424,89,271,24119,1
530.xml,530,530.jpg,530,530.jpg,530,0,corrosion,Unspecified,0,0,1024,1024,22,120,1014,802,992,682,676544,1
531.xml,531,531.jpg,531,531.jpg,531,0,crack,Unspecified,0,0,1024,1024,641,152,986,814,345,662,228390,1
532.xml,532,532.jpg,532,532.jpg,532,0,surface_injure,Unspecified,0,0,1024,1024,208,385,391,519,183,134,24522,1
533.xml,533,533.jpg,533,533.jpg,533,0,hide_craze,Unspecified,0,0,1024,1024,62,97,814,419,752,322,242144,1
534.xml,534,534.jpg,534,534.jpg,534,0,hide_craze,Unspecified,0,0,1024,1024,459,86,658,974,199,888,176712,1
535.xml,535,535.jpg,535,535.jpg,535,0,surface_injure,Unspecified,0,0,1024,1024,555,164,786,524,231,360,83160,1
536.xml,536,536.jpg,536,536.jpg,536,0,surface_injure,Unspecified,0,0,1024,1024,445,160,686,508,241,348,83868,1
537.xml,537,537.jpg,537,537.jpg,537,0,crack,Unspecified,0,0,1024,1024,280,350,355,567,75,217,16275,1
537.xml,537,537.jpg,537,537.jpg,537,0,crack,Unspecified,0,0,1024,1024,539,200,766,486,227,286,64922,1
538.xml,538,538.jpg,538,538.jpg,538,0,craze,Unspecified,0,0,1024,1024,203,44,953,438,750,394,295500,1
539.xml,539,539.jpg,539,539.jpg,539,0,corrosion,Unspecified,0,0,1024,1024,325,477,467,844,142,367,52114,1
539.xml,539,539.jpg,539,539.jpg,539,0,corrosion,Unspecified,0,0,1024,1024,397,11,569,463,172,452,77744,1
54.xml,54,54.jpg,54,54.jpg,54,0,hide_craze,Unspecified,0,0,1024,1024,470,691,500,928,30,237,7110,1
54.xml,54,54.jpg,54,54.jpg,54,0,hide_craze,Unspecified,0,0,1024,1024,478,272,503,631,25,359,8975,1
540.xml,540,540.jpg,540,540.jpg,540,0,corrosion,Unspecified,0,0,1024,1024,191,13,387,760,196,747,146412,1
541.xml,541,541.jpg,541,541.jpg,541,0,hide_craze,Unspecified,0,0,1024,1024,492,270,748,713,256,443,113408,1
542.xml,542,542.jpg,542,542.jpg,542,0,hide_craze,Unspecified,0,0,1024,1024,422,711,786,936,364,225,81900,1
543.xml,543,543.jpg,543,543.jpg,543,0,surface_injure,Unspecified,0,0,1024,1024,192,99,728,324,536,225,120600,1
543.xml,543,543.jpg,543,543.jpg,543,0,surface_injure,Unspecified,0,0,1024,1024,222,375,352,767,130,392,50960,1
543.xml,543,543.jpg,543,543.jpg,543,0,surface_injure,Unspecified,0,0,1024,1024,392,722,581,786,189,64,12096,1
543.xml,543,543.jpg,543,543.jpg,543,0,surface_injure,Unspecified,0,0,1024,1024,667,352,741,670,74,318,23532,1
543.xml,543,543.jpg,543,543.jpg,543,0,thunderstrike,Unspecified,0,0,1024,1024,362,374,656,686,294,312,91728,1
544.xml,544,544.jpg,544,544.jpg,544,0,crack,Unspecified,1,0,1024,1024,609,1,828,345,219,344,75336,1
545.xml,545,545.jpg,545,545.jpg,545,0,surface_injure,Unspecified,0,0,1024,1024,367,686,662,931,295,245,72275,1
546.xml,546,546.jpg,546,546.jpg,546,0,corrosion,Unspecified,0,0,1024,1024,581,211,698,700,117,489,57213,1
546.xml,546,546.jpg,546,546.jpg,546,0,corrosion,Unspecified,0,0,1024,1024,581,703,647,967,66,264,17424,1
546.xml,546,546.jpg,546,546.jpg,546,0,corrosion,Unspecified,0,0,1024,1024,631,58,683,149,52,91,4732,1
547.xml,547,547.jpg,547,547.jpg,547,0,surface_injure,Unspecified,0,0,1024,1024,377,330,558,760,181,430,77830,1
548.xml,548,548.jpg,548,548.jpg,548,0,crack,Unspecified,0,0,1024,1024,9,367,366,472,357,105,37485,1
548.xml,548,548.jpg,548,548.jpg,548,0,crack,Unspecified,0,0,1024,1024,167,602,425,761,258,159,41022,1
