cropFileName,cropPath,subset,className,sourceImageFileName,sourceImageStem,xmlFileName,xmlStem,xmlFilenameField,xmlFilenameFieldStem,objectIndexInSourceImage,sourceImageObjectCount,sourceImageDistinctClassCount,hasXmlFilenameMismatch,duplicateGroupSize,isExactDuplicateImage,isCrossSplitDuplicateImage,originalXmin,originalYmin,originalXmax,originalYmax,cropXmin,cropYmin,cropXmax,cropYmax,cropWidth,cropHeight,cropArea,bboxWidth,bboxHeight,bboxArea,trueClassIndex,predictedClassIndex,predictedClassName,predictedDecisionScore,isCorrectPrediction
val__956__obj003__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__956__obj003__surface_injure.png,val,surface_injure,956.jpg,956,956.xml,956,956.jpg,956,3,4,2,0,1,0,0,667,288,752,728,667,288,752,728,85,440,37400,85,440,37400,2,1,corrosion,0.34866848587989807,0
val__96__obj001__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__96__obj001__surface_injure.png,val,surface_injure,96.jpg,96,96.xml,96,96.jpg,96,1,2,1,0,1,0,0,608,505,739,639,608,505,739,639,131,134,17554,131,134,17554,2,2,surface_injure,3.687851905822754,1
val__96__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__96__obj002__surface_injure.png,val,surface_injure,96.jpg,96,96.xml,96,96.jpg,96,2,2,1,0,1,0,0,875,545,1017,653,875,545,1017,653,142,108,15336,142,108,15336,2,2,surface_injure,2.2979867458343506,1
val__981__obj002__surface_injure.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/surface_injure/val__981__obj002__surface_injure.png,val,surface_injure,981.jpg,981,981.xml,981,609.jpg,609,2,2,2,1,1,0,0,661,317,800,369,661,317,800,369,139,52,7228,139,52,7228,2,2,surface_injure,0.3506065607070923,1
val__100__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__100__obj001__thunderstrike.png,val,thunderstrike,100.jpg,100,100.xml,100,100.jpg,100,1,1,1,0,1,0,0,494,142,842,961,494,142,842,961,348,819,285012,348,819,285012,3,3,thunderstrike,0.4311864972114563,1
val__1033__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__1033__obj001__thunderstrike.png,val,thunderstrike,1033.jpg,1033,1033.xml,1033,708.jpg,708,1,1,1,1,1,0,0,270,103,616,281,270,103,616,281,346,178,61588,346,178,61588,3,3,thunderstrike,0.41590604186058044,1
val__108__obj003__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__108__obj003__thunderstrike.png,val,thunderstrike,108.jpg,108,108.xml,108,108.jpg,108,3,3,2,0,1,0,0,542,313,911,800,542,313,911,800,369,487,179703,369,487,179703,3,3,thunderstrike,0.19709482789039612,1
val__194__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__194__obj001__thunderstrike.png,val,thunderstrike,194.jpg,194,194.xml,194,194.jpg,194,1,2,1,0,1,0,0,708,102,761,167,708,102,761,167,53,65,3445,53,65,3445,3,4,crack,1.252880334854126,0
val__194__obj002__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__194__obj002__thunderstrike.png,val,thunderstrike,194.jpg,194,194.xml,194,194.jpg,194,2,2,1,0,1,0,0,773,300,898,406,773,300,898,406,125,106,13250,125,106,13250,3,4,crack,0.13428539037704468,0
val__205__obj003__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__205__obj003__thunderstrike.png,val,thunderstrike,205.jpg,205,205.xml,205,205.jpg,205,3,3,2,0,1,0,0,836,594,889,708,836,594,889,708,53,114,6042,53,114,6042,3,5,hide_craze,-0.02911958657205105,0
val__543__obj005__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__543__obj005__thunderstrike.png,val,thunderstrike,543.jpg,543,543.xml,543,543.jpg,543,5,5,2,0,1,0,0,362,374,656,686,362,374,656,686,294,312,91728,294,312,91728,3,3,thunderstrike,1.1881293058395386,1
val__60__obj002__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__60__obj002__thunderstrike.png,val,thunderstrike,60.jpg,60,60.xml,60,60.jpg,60,2,2,2,0,1,0,0,87,639,397,722,87,639,397,722,310,83,25730,310,83,25730,3,3,thunderstrike,-0.031044283881783485,1
val__62__obj002__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__62__obj002__thunderstrike.png,val,thunderstrike,62.jpg,62,62.xml,62,62.jpg,62,2,2,2,0,1,0,0,19,450,512,555,19,450,512,555,493,105,51765,493,105,51765,3,3,thunderstrike,0.2835899591445923,1
val__77__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__77__obj001__thunderstrike.png,val,thunderstrike,77.jpg,77,77.xml,77,77.jpg,77,1,1,1,0,1,0,0,227,825,339,908,227,825,339,908,112,83,9296,112,83,9296,3,0,craze,1.2746608257293701,0
val__835__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__835__obj001__thunderstrike.png,val,thunderstrike,835.jpg,835,835.xml,835,835.jpg,835,1,1,1,0,1,0,0,487,511,600,731,487,511,600,731,113,220,24860,113,220,24860,3,3,thunderstrike,0.28022319078445435,1
val__922__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__922__obj001__thunderstrike.png,val,thunderstrike,922.jpg,922,922.xml,922,461.jpg,461,1,1,1,1,1,0,0,583,113,727,156,583,113,727,156,144,43,6192,144,43,6192,3,3,thunderstrike,0.6194692850112915,1
val__956__obj004__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/val/thunderstrike/val__956__obj004__thunderstrike.png,val,thunderstrike,956.jpg,956,956.xml,956,956.jpg,956,4,4,2,0,1,0,0,364,283,672,711,364,283,672,711,308,428,131824,308,428,131824,3,1,corrosion,1.5965741872787476,0
