cropFileName,cropPath,subset,className,sourceImageFileName,sourceImageStem,xmlFileName,xmlStem,xmlFilenameField,xmlFilenameFieldStem,objectIndexInSourceImage,sourceImageObjectCount,sourceImageDistinctClassCount,hasXmlFilenameMismatch,duplicateGroupSize,isExactDuplicateImage,isCrossSplitDuplicateImage,originalXmin,originalYmin,originalXmax,originalYmax,cropXmin,cropYmin,cropXmax,cropYmax,cropWidth,cropHeight,cropArea,bboxWidth,bboxHeight,bboxArea,trueClassIndex,predictedClassIndex,predictedClassName,predictedDecisionScore,isCorrectPrediction
test__479__obj002__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__479__obj002__thunderstrike.png,test,thunderstrike,479.jpg,479,479.xml,479,479.jpg,479,2,2,2,0,1,0,0,689,725,853,778,689,725,853,778,164,53,8692,164,53,8692,3,3,thunderstrike,0.8549697399139404,1
test__551__obj004__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__551__obj004__thunderstrike.png,test,thunderstrike,551.jpg,551,551.xml,551,551.jpg,551,4,4,2,0,1,0,0,364,283,672,711,364,283,672,711,308,428,131824,308,428,131824,3,1,corrosion,1.3932945728302002,0
test__591__obj003__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__591__obj003__thunderstrike.png,test,thunderstrike,591.jpg,591,591.xml,591,591.jpg,591,3,3,2,0,1,0,0,430,316,777,697,430,316,777,697,347,381,132207,347,381,132207,3,3,thunderstrike,0.7341545820236206,1
test__686__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__686__obj001__thunderstrike.png,test,thunderstrike,686.jpg,686,686.xml,686,686.jpg,686,1,1,1,0,1,0,0,389,177,777,880,389,177,777,880,388,703,272764,388,703,272764,3,3,thunderstrike,0.8829753398895264,1
test__699__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__699__obj001__thunderstrike.png,test,thunderstrike,699.jpg,699,699.xml,699,699.jpg,699,1,1,1,0,1,0,0,150,578,320,869,150,578,320,869,170,291,49470,170,291,49470,3,3,thunderstrike,0.01991865411400795,1
test__775__obj002__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__775__obj002__thunderstrike.png,test,thunderstrike,775.jpg,775,775.xml,775,158.jpg,158,2,2,2,1,1,0,0,870,339,1000,447,870,339,1000,447,130,108,14040,130,108,14040,3,3,thunderstrike,0.8780802488327026,1
test__791__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__791__obj001__thunderstrike.png,test,thunderstrike,791.jpg,791,791.xml,791,186.jpg,186,1,1,1,1,1,0,0,94,345,870,844,94,345,870,844,776,499,387224,776,499,387224,3,3,thunderstrike,0.4082445204257965,1
test__794__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__794__obj001__thunderstrike.png,test,thunderstrike,794.jpg,794,794.xml,794,191.jpg,191,1,1,1,1,1,0,0,505,145,842,903,505,145,842,903,337,758,255446,337,758,255446,3,3,thunderstrike,0.5867992043495178,1
test__854__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__854__obj001__thunderstrike.png,test,thunderstrike,854.jpg,854,854.xml,854,316.jpg,316,1,1,1,1,1,0,0,550,283,722,536,550,283,722,536,172,253,43516,172,253,43516,3,3,thunderstrike,0.8315335512161255,1
test__863__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__863__obj001__thunderstrike.png,test,thunderstrike,863.jpg,863,863.xml,863,863.jpg,863,1,1,1,0,1,0,0,103,163,255,441,103,163,255,441,152,278,42256,152,278,42256,3,3,thunderstrike,0.7034841179847717,1
test__897__obj001__thunderstrike.png,/Users/princebhanusteta/Documents/Projects/MajorProject_ML/WTDAnalysis/dataProcessed/crops/test/thunderstrike/test__897__obj001__thunderstrike.png,test,thunderstrike,897.jpg,897,897.xml,897,400.jpg,400,1,1,1,1,1,0,0,364,347,677,688,364,347,677,688,313,341,106733,313,341,106733,3,2,surface_injure,1.033224105834961,0
